step,loss_function,target_value,elapsed_time
300,1.90775e-08,4.59963e+00,578
400,1.90824e-08,4.59963e+00,581
500,1.90822e-08,4.59986e+00,584
600,1.90844e-08,4.59966e+00,587
700,1.90928e-08,4.59968e+00,590
800,1.90985e-08,4.59966e+00,592
900,1.91027e-08,4.59973e+00,595
1000,1.90955e-08,4.59925e+00,598
1100,1.90809e-08,4.59948e+00,601
1200,1.90857e-08,4.59964e+00,604
1300,1.90858e-08,4.59954e+00,607
1400,1.90855e-08,4.59958e+00,609
1500,1.90896e-08,4.59971e+00,612
1600,1.90817e-08,4.59966e+00,615
1700,1.91042e-08,4.59963e+00,618
1800,1.91378e-08,4.59962e+00,620
1900,1.91235e-08,4.59977e+00,623
2000,1.91045e-08,4.59963e+00,626
0,2.01021e-08,4.59979e+00,626
100,1.92132e-08,4.59963e+00,629
200,1.92450e-08,4.59960e+00,632
300,1.92992e-08,4.59958e+00,635
400,1.92453e-08,4.59971e+00,637
500,1.92100e-08,4.59970e+00,640
600,1.93095e-08,4.59958e+00,643
700,1.93356e-08,4.59952e+00,646
800,1.92220e-08,4.59966e+00,649
900,1.92796e-08,4.59972e+00,652
1000,1.92286e-08,4.59971e+00,655
1100,1.92786e-08,4.59976e+00,658
1200,1.92924e-08,4.59964e+00,660
1300,1.93456e-08,4.59970e+00,663
1400,1.93203e-08,4.59967e+00,666
1500,1.92264e-08,4.59950e+00,669
1600,1.93320e-08,4.59992e+00,672
1700,1.92065e-08,4.59977e+00,674
1800,1.93030e-08,4.59987e+00,677
1900,1.93000e-08,4.59956e+00,680
2000,1.92739e-08,4.59984e+00,683
0,1.74253e-08,4.59962e+00,683
100,1.64100e-08,4.59963e+00,686
200,1.64432e-08,4.59947e+00,689
300,1.64862e-08,4.59967e+00,691
400,1.64733e-08,4.59943e+00,694
500,1.64292e-08,4.59962e+00,697
600,1.64378e-08,4.59966e+00,700
700,1.64760e-08,4.59963e+00,703
800,1.64088e-08,4.59978e+00,706
900,1.64074e-08,4.59970e+00,708
1000,1.64391e-08,4.59960e+00,711
1100,1.64651e-08,4.59958e+00,714
1200,1.64453e-08,4.59956e+00,717
1300,1.64227e-08,4.59958e+00,720
1400,1.64451e-08,4.59964e+00,722
1500,1.64074e-08,4.59964e+00,725
1600,1.64211e-08,4.59948e+00,728
1700,1.64000e-08,4.59973e+00,731
1800,1.64547e-08,4.59963e+00,734
1900,1.64321e-08,4.59978e+00,737
2000,1.64028e-08,4.59974e+00,740
0,1.96944e-08,4.59949e+00,740
100,1.78409e-08,4.59975e+00,743
200,1.77741e-08,4.59956e+00,746
300,1.78344e-08,4.59953e+00,748
400,1.77345e-08,4.59987e+00,751
500,1.77941e-08,4.59956e+00,754
600,1.77706e-08,4.59969e+00,757
700,1.77548e-08,4.59959e+00,760
800,1.77020e-08,4.59964e+00,763
900,1.77520e-08,4.59960e+00,765
1000,1.77638e-08,4.59963e+00,768
1100,1.77840e-08,4.59963e+00,771
1200,1.77862e-08,4.59971e+00,774
1300,1.77570e-08,4.59961e+00,777
1400,1.76872e-08,4.59951e+00,779
1500,1.77433e-08,4.59972e+00,782
1600,1.77828e-08,4.59958e+00,785
1700,1.77388e-08,4.59961e+00,788
1800,1.77242e-08,4.59957e+00,791
1900,1.76375e-08,4.59941e+00,794
2000,1.77175e-08,4.59964e+00,797
0,1.75875e-08,4.59967e+00,797
100,1.60653e-08,4.59970e+00,800
200,1.60598e-08,4.59967e+00,802
300,1.60575e-08,4.59961e+00,805
400,1.60738e-08,4.59963e+00,808
500,1.60656e-08,4.59951e+00,811
600,1.60196e-08,4.59977e+00,813
700,1.60271e-08,4.59948e+00,816
800,1.60263e-08,4.59969e+00,819
900,1.60164e-08,4.59973e+00,821
1000,1.59956e-08,4.59960e+00,824
1100,1.60061e-08,4.59964e+00,827
1200,1.59898e-08,4.59949e+00,830
1300,1.60147e-08,4.59972e+00,832
1400,1.60069e-08,4.59967e+00,835
1500,1.60203e-08,4.59953e+00,838
1600,1.60061e-08,4.59976e+00,841
1700,1.60221e-08,4.59972e+00,844
1800,1.60144e-08,4.59968e+00,847
1900,1.60083e-08,4.59981e+00,849
2000,1.60150e-08,4.59957e+00,852
0,1.60834e-08,4.59963e+00,852
100,1.43126e-08,4.59979e+00,855
200,1.43162e-08,4.59969e+00,858
300,1.43264e-08,4.59961e+00,861
400,1.43154e-08,4.59978e+00,864
500,1.43455e-08,4.59968e+00,866
600,1.43338e-08,4.59960e+00,869
700,1.43003e-08,4.59952e+00,872
800,1.43191e-08,4.59970e+00,875
900,1.43071e-08,4.59957e+00,878
1000,1.43283e-08,4.59975e+00,880
1100,1.43269e-08,4.59964e+00,883
1200,1.43264e-08,4.59967e+00,886
1300,1.43051e-08,4.59958e+00,889
1400,1.42975e-08,4.59957e+00,892
1500,1.43025e-08,4.59972e+00,895
1600,1.43134e-08,4.59967e+00,898
1700,1.43359e-08,4.59970e+00,901
1800,1.43331e-08,4.59976e+00,903
1900,1.43523e-08,4.59967e+00,906
2000,1.43282e-08,4.59962e+00,909
0,1.70299e-08,4.59958e+00,909
100,1.50825e-08,4.59974e+00,912
200,1.49748e-08,4.59959e+00,915
300,1.49863e-08,4.59961e+00,918
400,1.49835e-08,4.59972e+00,921
500,1.49956e-08,4.59961e+00,923
600,1.49697e-08,4.59975e+00,926
700,1.50286e-08,4.59962e+00,929
800,1.50233e-08,4.59963e+00,932
900,1.49749e-08,4.59955e+00,935
1000,1.49893e-08,4.59967e+00,938
1100,1.49915e-08,4.59966e+00,941
1200,1.49965e-08,4.59965e+00,943
1300,1.49764e-08,4.59967e+00,946
1400,1.49685e-08,4.59968e+00,949
1500,1.49674e-08,4.59970e+00,952
1600,1.49797e-08,4.59953e+00,955
