step,loss_function,target_value,elapsed_time
1000,1.24618e-01,-2.40569e+01,1218
1100,1.20791e-01,-2.39416e+01,1221
1200,1.17660e-01,-2.41363e+01,1223
1300,1.14756e-01,-2.41502e+01,1226
1400,1.11912e-01,-2.43057e+01,1229
1500,1.09498e-01,-2.41515e+01,1232
1600,1.07509e-01,-2.42536e+01,1234
1700,1.05016e-01,-2.42784e+01,1237
1800,1.03169e-01,-2.42952e+01,1240
1900,1.01637e-01,-2.43015e+01,1243
2000,9.98427e-02,-2.43505e+01,1246
0,2.39044e+00,-2.30759e+01,1246
100,1.30634e-01,-2.36933e+01,1248
200,1.22833e-01,-2.37603e+01,1251
300,1.16480e-01,-2.38186e+01,1254
400,1.10558e-01,-2.38779e+01,1256
500,1.05615e-01,-2.39326e+01,1259
600,1.01279e-01,-2.39830e+01,1262
700,9.70138e-02,-2.40346e+01,1264
800,9.36750e-02,-2.40793e+01,1267
900,9.01224e-02,-2.41264e+01,1270
1000,8.71639e-02,-2.41698e+01,1273
1100,8.47283e-02,-2.42096e+01,1275
1200,8.18614e-02,-2.42520e+01,1278
1300,7.97658e-02,-2.42888e+01,1281
1400,7.74636e-02,-2.43273e+01,1284
1500,7.51787e-02,-2.43656e+01,1286
1600,7.37992e-02,-2.43972e+01,1289
1700,7.18178e-02,-2.44326e+01,1292
1800,7.03872e-02,-2.44638e+01,1295
1900,6.88768e-02,-2.44949e+01,1297
2000,6.74803e-02,-2.45251e+01,1300
