step,loss_function,target_value,elapsed_time
21400,8.33237e-01,1.40514e-02,581
21500,8.30738e-01,1.48181e-02,583
21600,8.28276e-01,1.41806e-02,586
21700,8.25759e-01,1.43899e-02,589
21800,8.23266e-01,1.45602e-02,592
21900,8.20899e-01,1.56730e-02,595
22000,8.18343e-01,1.57503e-02,597
22100,8.15739e-01,1.50053e-02,600
22200,8.13344e-01,1.53231e-02,603
22300,8.10888e-01,1.40116e-02,606
22400,8.08534e-01,1.43613e-02,608
22500,8.06056e-01,1.53519e-02,611
22600,8.03721e-01,1.59966e-02,614
22700,8.01297e-01,1.56727e-02,617
22800,7.98975e-01,1.59607e-02,619
22900,7.96614e-01,1.57855e-02,622
23000,7.94208e-01,1.57971e-02,625
23100,7.91840e-01,1.55573e-02,628
23200,7.89447e-01,1.58658e-02,630
23300,7.87111e-01,1.56393e-02,633
23400,7.84811e-01,1.53485e-02,636
23500,7.82508e-01,1.47634e-02,639
23600,7.80124e-01,1.50889e-02,642
23700,7.77555e-01,1.49178e-02,644
23800,7.75265e-01,1.54187e-02,647
23900,7.72889e-01,1.53178e-02,650
24000,7.70516e-01,1.52212e-02,653
24100,7.68250e-01,1.56150e-02,656
24200,7.65887e-01,1.66839e-02,658
24300,7.63642e-01,1.54810e-02,661
24400,7.61371e-01,1.48949e-02,664
24500,7.59153e-01,1.54299e-02,667
24600,7.56822e-01,1.47146e-02,669
24700,7.54568e-01,1.48013e-02,672
24800,7.52367e-01,1.50253e-02,675
24900,7.50070e-01,1.54369e-02,678
25000,7.47867e-01,1.56067e-02,680
25100,7.45614e-01,1.47215e-02,683
25200,7.43405e-01,1.53680e-02,686
25300,7.41136e-01,1.54924e-02,688
25400,7.38908e-01,1.47379e-02,691
25500,7.36700e-01,1.48556e-02,694
25600,7.34437e-01,1.56918e-02,697
25700,7.32192e-01,1.36001e-02,700
25800,7.30014e-01,1.33738e-02,702
25900,7.27930e-01,1.32562e-02,705
26000,7.25802e-01,1.26931e-02,708
26100,7.23672e-01,1.32902e-02,710
26200,7.21486e-01,1.30548e-02,713
26300,7.19387e-01,1.32737e-02,716
26400,7.17233e-01,1.24270e-02,719
26500,7.15045e-01,1.34947e-02,721
26600,7.12910e-01,1.39695e-02,724
26700,7.10763e-01,1.37412e-02,727
26800,7.08618e-01,1.41699e-02,730
26900,7.06558e-01,1.39002e-02,732
27000,7.04507e-01,1.29393e-02,735
27100,7.02415e-01,1.31013e-02,738
27200,7.00365e-01,1.35120e-02,741
27300,6.98265e-01,1.36397e-02,743
27400,6.96198e-01,1.34479e-02,746
27500,6.94186e-01,1.40851e-02,749
27600,6.92092e-01,1.38348e-02,752
27700,6.90077e-01,1.39762e-02,754
27800,6.88045e-01,1.31559e-02,757
27900,6.86046e-01,1.31273e-02,760
28000,6.83989e-01,1.38086e-02,763
28100,6.81973e-01,1.42550e-02,766
28200,6.79931e-01,1.40820e-02,769
28300,6.77889e-01,1.37488e-02,771
28400,6.75790e-01,1.36553e-02,774
28500,6.73681e-01,1.42209e-02,777
28600,6.71741e-01,1.45620e-02,780
28700,6.69765e-01,1.35626e-02,783
28800,6.67784e-01,1.34231e-02,785
28900,6.65769e-01,1.26647e-02,788
29000,6.63710e-01,1.32956e-02,791
29100,6.61819e-01,1.31255e-02,794
29200,6.59946e-01,1.29595e-02,797
29300,6.58028e-01,1.43740e-02,799
29400,6.55959e-01,1.34126e-02,802
29500,6.54005e-01,1.40584e-02,805
29600,6.51969e-01,1.44052e-02,807
29700,6.49895e-01,1.51132e-02,810
29800,6.48040e-01,1.51003e-02,813
29900,6.46150e-01,1.59059e-02,816
0,6.04932e-01,1.45653e-02,818
100,6.03181e-01,1.34817e-02,821
200,6.01391e-01,1.34583e-02,824
300,5.99594e-01,1.39460e-02,827
400,5.97778e-01,1.36543e-02,830
500,5.96031e-01,1.25381e-02,832
600,5.94257e-01,1.33129e-02,835
700,5.92454e-01,1.30237e-02,838
800,5.90668e-01,1.36076e-02,841
900,5.88919e-01,1.30000e-02,844
1000,5.87162e-01,1.23740e-02,846
0,5.75910e-01,1.24627e-02,846
100,5.74220e-01,1.13443e-02,849
200,5.72530e-01,1.17690e-02,852
300,5.70754e-01,1.23781e-02,855
400,5.69045e-01,1.21096e-02,857
500,5.67348e-01,1.22208e-02,860
600,5.65652e-01,1.26866e-02,863
700,5.63901e-01,1.23853e-02,865
800,5.62231e-01,1.39874e-02,868
900,5.60556e-01,1.34400e-02,871
1000,5.58898e-01,1.43783e-02,874
0,5.67925e-01,1.43944e-02,874
100,5.66229e-01,1.49106e-02,877
