step,loss_function,target_value,elapsed_time
900,9.89293e-04,7.88891e-01,242
1000,9.76485e-04,7.87427e-01,242
0,1.05903e-03,8.16838e-01,242
100,8.82654e-04,6.38036e-01,243
200,8.55301e-04,8.16373e-01,244
300,8.27379e-04,5.96557e-01,245
400,8.23566e-04,5.19344e-01,245
500,8.54077e-04,6.28967e-01,246
600,8.63329e-04,7.78667e-01,247
700,8.52190e-04,5.39354e-01,248
800,7.88801e-04,6.94491e-01,248
900,8.54807e-04,8.22976e-01,249
1000,8.17526e-04,5.97417e-01,250
0,1.07336e-03,7.99627e-01,250
100,9.40946e-04,6.45160e-01,251
200,8.86213e-04,7.26159e-01,251
300,9.06721e-04,6.59939e-01,252
400,8.80202e-04,8.15517e-01,253
500,8.98755e-04,7.99293e-01,254
600,9.19620e-04,4.42391e-01,254
700,9.21008e-04,5.85847e-01,255
800,9.21779e-04,4.37665e-01,256
900,9.60813e-04,5.78135e-01,257
1000,9.05814e-04,7.05812e-01,257
0,1.58035e-03,7.06184e-01,257
100,1.20199e-03,9.95906e-01,258
200,1.17507e-03,9.63104e-01,259
300,1.13957e-03,9.22083e-01,260
400,1.24913e-03,7.07932e-01,260
500,1.13931e-03,8.18905e-01,261
600,1.11944e-03,8.74047e-01,262
700,1.11707e-03,6.25539e-01,263
800,1.11750e-03,5.20197e-01,264
900,1.12401e-03,4.47256e-01,264
1000,1.13655e-03,7.14902e-01,265
0,1.56600e-03,9.21900e-01,265
100,1.11623e-03,7.89715e-01,266
200,1.08081e-03,6.92297e-01,267
300,1.14868e-03,7.97944e-01,267
400,1.06379e-03,7.59814e-01,268
500,1.18496e-03,5.46734e-01,269
600,1.08107e-03,6.30195e-01,270
700,1.04932e-03,6.91569e-01,270
800,1.05244e-03,8.81920e-01,271
900,1.10500e-03,7.87053e-01,272
1000,9.99223e-04,6.76165e-01,273
0,1.61147e-03,7.93518e-01,273
100,1.18392e-03,8.68214e-01,273
200,1.26822e-03,8.78522e-01,274
300,1.26147e-03,5.21015e-01,275
400,1.16944e-03,9.71776e-01,276
500,1.08460e-03,4.75608e-01,276
600,1.17153e-03,5.35531e-01,277
700,1.19398e-03,7.20109e-01,278
800,1.17188e-03,6.25597e-01,279
900,1.28839e-03,1.12910e+00,280
1000,1.30665e-03,7.31036e-01,280
0,1.48628e-03,8.75600e-01,280
100,1.15125e-03,7.78829e-01,281
200,1.11436e-03,6.78744e-01,282
300,1.05506e-03,9.56774e-01,283
400,1.06857e-03,4.92096e-01,283
500,1.08876e-03,7.27135e-01,284
600,1.06318e-03,6.65201e-01,285
700,1.06586e-03,4.96936e-01,286
800,1.08310e-03,9.53309e-01,286
900,1.07673e-03,7.38158e-01,287
1000,1.08978e-03,8.31127e-01,288
0,2.23759e-03,8.89095e-01,288
100,1.92946e-03,6.78515e-01,289
200,1.69989e-03,6.22890e-01,289
300,2.02129e-03,5.86096e-01,290
400,1.80491e-03,9.42757e-01,291
500,1.90790e-03,5.58695e-01,292
600,2.07771e-03,4.82322e-01,292
700,1.81154e-03,8.39629e-01,293
800,1.88505e-03,8.08011e-01,294
900,1.83818e-03,7.53593e-01,295
1000,2.03951e-03,8.47010e-01,295
0,1.72367e-03,6.11729e-01,295
100,1.42089e-03,8.88883e-01,296
200,1.37987e-03,6.66649e-01,297
300,1.31862e-03,5.36379e-01,298
400,1.46513e-03,8.24982e-01,298
500,1.35083e-03,7.51597e-01,299
600,1.28660e-03,6.43789e-01,300
700,1.36209e-03,7.80440e-01,301
800,1.32891e-03,9.34250e-01,301
900,1.37012e-03,1.04137e+00,302
1000,1.32202e-03,8.15129e-01,303
0,1.65167e-03,6.88067e-01,303
100,1.51288e-03,9.12288e-01,304
200,1.43742e-03,7.13545e-01,304
300,1.33904e-03,6.25131e-01,305
400,1.36339e-03,6.13037e-01,306
500,1.24740e-03,6.90072e-01,307
600,1.37102e-03,7.97676e-01,307
700,1.42304e-03,1.00024e+00,308
800,1.30760e-03,6.51169e-01,309
900,1.33433e-03,6.73749e-01,310
1000,1.35100e-03,8.81928e-01,310
0,2.26523e-03,1.02160e+00,310
100,1.53303e-03,6.63034e-01,311
200,1.37811e-03,6.66938e-01,312
300,1.35903e-03,6.64839e-01,313
400,1.31693e-03,6.20932e-01,314
500,1.35554e-03,7.66865e-01,314
600,1.41432e-03,6.56609e-01,315
700,1.34042e-03,7.87339e-01,316
800,1.37970e-03,7.52463e-01,317
900,1.40164e-03,6.94911e-01,317
1000,1.38456e-03,5.23647e-01,318
0,1.92604e-03,8.42334e-01,318
100,1.43681e-03,7.38357e-01,319
200,1.38238e-03,8.88861e-01,320
300,1.39086e-03,7.71673e-01,320
400,1.37144e-03,1.04681e+00,321
500,1.38981e-03,1.02618e+00,322
600,1.36958e-03,8.42625e-01,323
700,1.46012e-03,7.22595e-01,323
800,1.40873e-03,8.16009e-01,324
900,1.36088e-03,7.81224e-01,325
1000,1.48685e-03,8.55642e-01,326
0,2.11707e-03,8.50571e-01,326
100,2.10375e-03,7.95639e-01,326
200,2.13421e-03,8.47486e-01,327
300,2.25261e-03,5.93674e-01,328
400,2.10310e-03,8.39050e-01,329
500,1.95214e-03,8.98865e-01,329
600,1.93887e-03,7.11222e-01,330
700,1.97730e-03,1.11918e+00,331
800,1.92341e-03,8.92272e-01,332
900,2.44302e-03,6.67789e-01,332
1000,2.04167e-03,7.54441e-01,333
0,2.05461e-03,8.81315e-01,333
100,1.76231e-03,9.35647e-01,334
200,1.80368e-03,8.12733e-01,335
300,1.69923e-03,7.35429e-01,335
400,1.70871e-03,8.80582e-01,336
500,1.59225e-03,7.34456e-01,337
600,1.71427e-03,9.44171e-01,338
700,1.66001e-03,7.44190e-01,339
800,1.54328e-03,6.11279e-01,339
900,1.76177e-03,7.70441e-01,340
1000,1.72909e-03,8.35555e-01,341
0,2.70947e-03,8.30697e-01,341
100,2.07320e-03,7.10592e-01,342
200,1.80037e-03,1.01848e+00,342
300,1.78395e-03,8.80717e-01,343
400,1.74831e-03,7.97269e-01,344
500,1.72032e-03,7.52915e-01,345
600,1.78667e-03,5.96336e-01,345
700,1.73023e-03,8.39324e-01,346
800,1.72446e-03,9.12192e-01,347
900,1.72908e-03,8.33570e-01,348
1000,1.75702e-03,9.29935e-01,348
0,1.92858e-03,9.00077e-01,348
100,1.85752e-03,5.08004e-01,349
200,1.83045e-03,9.33165e-01,350
300,1.80391e-03,8.70203e-01,351
400,1.93510e-03,1.09200e+00,351
500,1.86631e-03,6.81425e-01,352
600,1.87417e-03,9.95246e-01,353
700,1.87547e-03,7.49130e-01,354
800,1.86224e-03,8.78709e-01,354
900,1.95332e-03,1.01519e+00,355
1000,1.83540e-03,7.85535e-01,356
0,2.95467e-03,9.09942e-01,356
100,2.59255e-03,8.91000e-01,357
200,2.43518e-03,8.33792e-01,357
300,2.41393e-03,8.17038e-01,358
400,2.52746e-03,8.85736e-01,359
500,2.43292e-03,8.44414e-01,360
600,2.66896e-03,9.81638e-01,360
700,2.61363e-03,7.50655e-01,361
800,2.28720e-03,9.00450e-01,362
900,2.27027e-03,9.67701e-01,363
1000,2.48839e-03,9.06974e-01,363
0,2.26359e-03,9.33104e-01,363
100,1.96559e-03,1.08210e+00,364
200,1.86301e-03,1.03816e+00,365
300,1.99259e-03,7.57312e-01,366
400,2.06109e-03,9.50428e-01,366
500,2.08459e-03,6.94937e-01,367
600,2.05649e-03,9.47152e-01,368
700,2.03870e-03,8.41787e-01,369
800,2.07658e-03,6.09182e-01,369
900,2.19647e-03,9.91784e-01,370
1000,2.09691e-03,9.37065e-01,371
0,2.00520e-03,7.12178e-01,371
100,1.71170e-03,9.24745e-01,372
200,1.72374e-03,1.01182e+00,372
300,1.73645e-03,8.47234e-01,373
400,1.76517e-03,6.70018e-01,374
500,1.80361e-03,7.43229e-01,375
600,1.82126e-03,1.04082e+00,375
700,1.79252e-03,1.08934e+00,376
800,1.78611e-03,9.78269e-01,377
900,1.79992e-03,9.72459e-01,378
1000,1.77359e-03,8.77930e-01,378
0,2.06554e-03,1.06332e+00,378
100,1.90510e-03,9.79000e-01,379
200,2.02741e-03,7.28978e-01,380
300,1.99451e-03,9.40496e-01,381
400,2.02137e-03,1.01442e+00,381
500,2.00842e-03,9.94127e-01,382
600,1.96459e-03,9.10783e-01,383
700,2.00806e-03,1.07438e+00,384
800,2.01370e-03,9.59766e-01,384
900,2.04241e-03,1.16191e+00,385
1000,1.95004e-03,7.20346e-01,386
0,2.74384e-03,1.18928e+00,386
100,1.87785e-03,8.26820e-01,387
200,1.72456e-03,9.45399e-01,387
300,1.65978e-03,1.02063e+00,388
400,1.72199e-03,1.30877e+00,389
500,1.62630e-03,7.90842e-01,390
600,1.81552e-03,1.14693e+00,390
700,1.63331e-03,8.92097e-01,391
800,1.62685e-03,5.79978e-01,392
900,1.79088e-03,6.52191e-01,393
1000,1.71261e-03,9.90804e-01,393
0,2.37849e-03,1.17427e+00,393
100,1.91279e-03,1.27142e+00,394
200,1.66634e-03,8.66332e-01,395
300,1.73663e-03,8.26675e-01,396
400,1.69064e-03,1.18423e+00,396
500,1.67699e-03,8.97055e-01,397
600,1.67681e-03,9.71266e-01,398
700,1.70920e-03,1.19000e+00,399
800,1.72255e-03,1.12548e+00,399
900,1.62273e-03,1.15942e+00,400
1000,1.76249e-03,9.02027e-01,401
0,3.08156e-03,8.62158e-01,401
100,3.27145e-03,6.97449e-01,402
200,3.17995e-03,1.04798e+00,402
300,3.30992e-03,1.07437e+00,403
400,3.24239e-03,1.02097e+00,404
500,3.11927e-03,8.39851e-01,405
600,3.13475e-03,1.18374e+00,405
700,3.14011e-03,1.17204e+00,406
800,3.20188e-03,7.66633e-01,407
900,3.07269e-03,1.17192e+00,408
1000,3.40504e-03,1.08744e+00,408
0,2.82734e-03,1.30163e+00,408
100,2.11927e-03,1.17863e+00,409
200,2.08839e-03,9.75470e-01,410
300,2.22966e-03,8.67614e-01,411
400,2.15344e-03,7.65396e-01,411
500,2.14652e-03,7.90875e-01,412
600,2.12199e-03,1.23843e+00,413
700,2.16398e-03,1.26201e+00,413
800,2.14666e-03,1.25821e+00,414
900,2.18015e-03,9.43534e-01,415
1000,2.29002e-03,1.15732e+00,416
0,2.83529e-03,1.15635e+00,416
100,1.99801e-03,1.13167e+00,416
200,2.13356e-03,9.04167e-01,417
300,1.97777e-03,1.00275e+00,418
400,1.93298e-03,1.13749e+00,419
500,2.00531e-03,9.73247e-01,419
600,1.89274e-03,1.05407e+00,420
700,2.00173e-03,1.14123e+00,421
800,1.93428e-03,1.12317e+00,422
900,1.90976e-03,1.12192e+00,422
1000,1.99838e-03,1.02978e+00,423
0,3.04074e-03,9.15352e-01,423
100,2.43029e-03,9.47425e-01,424
200,2.18475e-03,1.04952e+00,425
300,2.34196e-03,1.00872e+00,425
400,2.24095e-03,1.42998e+00,426
500,2.14234e-03,1.34601e+00,427
600,2.13217e-03,1.05628e+00,428
700,2.18957e-03,1.26369e+00,428
800,2.13710e-03,1.07849e+00,429
900,2.28828e-03,1.16081e+00,430
1000,2.30494e-03,1.08131e+00,430
0,3.75127e-03,1.26951e+00,430
100,2.87812e-03,1.18658e+00,431
200,2.89135e-03,1.38630e+00,432
300,2.96426e-03,1.00761e+00,433
400,2.66331e-03,1.19968e+00,434
500,2.89709e-03,1.19609e+00,434
600,3.27526e-03,1.13957e+00,435
700,2.83315e-03,1.12196e+00,436
800,2.62183e-03,6.75791e-01,437
900,3.01332e-03,1.23779e+00,437
1000,2.99435e-03,1.20232e+00,438
0,2.53398e-03,7.74950e-01,438
100,1.82524e-03,1.24930e+00,439
200,1.93412e-03,1.28484e+00,440
300,1.85528e-03,1.48348e+00,440
400,1.90097e-03,1.09773e+00,441
500,1.84777e-03,8.51959e-01,442
600,1.86093e-03,1.30691e+00,443
700,2.07132e-03,1.24780e+00,443
800,1.97753e-03,1.30163e+00,444
900,1.93952e-03,1.34018e+00,445
1000,1.80564e-03,1.15892e+00,446
0,2.46966e-03,1.24554e+00,446
100,2.05113e-03,1.32450e+00,446
200,1.88968e-03,8.74729e-01,447
300,1.92851e-03,1.39169e+00,448
400,1.92702e-03,8.09731e-01,449
500,2.04853e-03,9.30918e-01,449
600,1.87865e-03,1.16189e+00,450
700,1.86383e-03,1.13326e+00,451
800,1.99691e-03,1.26004e+00,452
900,1.88999e-03,1.07818e+00,452
1000,1.90468e-03,1.13623e+00,453
0,2.54184e-03,1.15959e+00,453
100,2.15324e-03,1.27179e+00,454
200,2.05475e-03,1.18035e+00,455
300,2.11003e-03,1.20985e+00,456
400,2.19376e-03,1.35173e+00,456
500,2.13552e-03,1.30545e+00,457
600,2.10870e-03,1.26503e+00,458
700,2.19880e-03,1.09626e+00,458
800,2.14223e-03,1.15409e+00,459
900,2.18398e-03,1.13746e+00,460
1000,2.18246e-03,1.25756e+00,461
0,2.01747e-03,9.93629e-01,461
100,1.50058e-03,9.36435e-01,461
200,1.42151e-03,1.18285e+00,462
300,1.40143e-03,1.39548e+00,463
400,1.43700e-03,1.42805e+00,464
500,1.43541e-03,1.36793e+00,464
600,1.47467e-03,1.30257e+00,465
700,1.42445e-03,1.03889e+00,466
800,1.35431e-03,1.29034e+00,467
900,1.40745e-03,1.45488e+00,467
1000,1.47074e-03,1.54572e+00,468
0,4.13346e-03,1.25876e+00,468
100,3.12126e-03,1.62016e+00,469
200,3.12369e-03,1.45755e+00,470
300,2.91617e-03,9.62233e-01,470
400,2.90994e-03,1.30344e+00,471
500,2.98647e-03,1.55222e+00,472
600,3.02514e-03,1.40233e+00,473
700,2.97476e-03,1.20688e+00,473
800,2.93204e-03,1.26691e+00,474
900,3.36089e-03,1.59234e+00,475
1000,3.10907e-03,9.73057e-01,476
